"","word","freq","prob"
"will","will",6209,0.00901259208186668
"just","just",6111,0.00887034147403564
"said","said",6085,0.00883260151685597
"one","one",6013,0.00872809086620459
"like","like",5454,0.00791668178684182
"can","can",5026,0.00729542403019197
"get","get",4459,0.00647240265631237
"time","time",4337,0.00629531516493087
"new","new",3944,0.0057248611967921
"now","now",3577,0.005192147185833
"good","good",3544,0.00514424647095112
"dont","dont",3500,0.00508037885110861
"day","day",3493,0.00507021809340639
"know","know",3300,0.00479007148818812
"love","love",3281,0.00476249228871067
"people","people",3191,0.00463185397539645
"back","back",2804,0.0040701092281453
"see","see",2764,0.0040120477555612
"first","first",2676,0.00388431251587618
"make","make",2596,0.00376818957070799
"also","also",2587,0.00375512573937656
"last","last",2546,0.00369561272997786
"well","well",2533,0.00367674275138803
"think","think",2466,0.00357948978480967
"great","great",2430,0.00352723445948398
"going","going",2417,0.00350836448089415
"year","year",2389,0.00346772145008528
"much","much",2386,0.00346336683964147
"way","way",2263,0.00328482781144537
"really","really",2256,0.00327466705374315
"two","two",2252,0.00326886090648474
"want","want",2170,0.00314983488768734
"even","even",2148,0.00311790107776608
"today","today",2131,0.00309322495191784
"got","got",2108,0.00305983960518199
"right","right",2077,0.00301484196392931
"still","still",2073,0.0030090358166709
"work","work",2067,0.00300032659578329
"years","years",2062,0.00299306891171027
"need","need",1976,0.00286823674565446
"thanks","thanks",1919,0.00278549914722212
"thats","thats",1802,0.00261566933991363
"take","take",1741,0.00252712559422288
"cant","cant",1740,0.00252567405740828
"life","life",1739,0.00252422252059368
"many","many",1739,0.00252422252059368
"made","made",1731,0.00251261022607686
"say","say",1726,0.00250535254200385
"little","little",1648,0.00239213267046485
"come","come",1642,0.00238342344957724
"never","never",1619,0.00235003810284138
"home","home",1611,0.00233842580832456
"best","best",1576,0.00228762201981348
"may","may",1571,0.00228036433574047
"next","next",1535,0.00222810901041478
"week","week",1473,0.00213811372790942
"night","night",1469,0.00213230758065101
"school","school",1446,0.00209892223391516
"game","game",1437,0.00208585840258374
"things","things",1432,0.00207860071851072
"something","something",1428,0.00207279457125231
"lol","lol",1421,0.0020626338135501
"didnt","didnt",1380,0.0020031208041514
"always","always",1372,0.00199150850963458
"world","world",1345,0.00195231701564031
"every","every",1329,0.00192909242660667
"around","around",1320,0.00191602859527525
"happy","happy",1319,0.00191457705846065
"better","better",1315,0.00190877091120224
"youre","youre",1313,0.00190586783757303
"big","big",1293,0.00187683710128098
"ive","ive",1279,0.00185651558587655
"state","state",1276,0.00185216097543274
"show","show",1254,0.00182022716551149
"long","long",1241,0.00180135718692165
"another","another",1240,0.00179990565010705
"look","look",1238,0.00179700257647785
"man","man",1228,0.00178248720833182
"feel","feel",1217,0.00176652030337119
"follow","follow",1198,0.00173894110389375
"three","three",1188,0.00172442573574772
"help","help",1163,0.00168813731538266
"hope","hope",1157,0.00167942809449505
"find","find",1138,0.0016518488950176
"sure","sure",1124,0.00163152737961317
"city","city",1119,0.00162426969554015
"since","since",1115,0.00161846354828174
"thing","thing",1098,0.0015937874224335
"keep","keep",1090,0.00158217512791668
"use","use",1088,0.00157927205428748
"team","team",1084,0.00157346590702907
"days","days",1074,0.00155895053888304
"house","house",1073,0.00155749900206844
"place","place",1064,0.00154443517073702
"lot","lot",1049,0.00152266211851798
"says","says",1045,0.00151685597125957
"getting","getting",1030,0.00149508291904053
"ill","ill",1010,0.00146605218274848
"family","family",1005,0.00145879449867547
"put","put",1003,0.00145589142504627
"end","end",986,0.00143121529919803
"thank","thank",986,0.00143121529919803
"play","play",978,0.00141960300468121
"though","though",977,0.0014181514678666
"looking","looking",969,0.00140653917334978
"ever","ever",967,0.00140363609972058
"give","give",967,0.00140363609972058
"old","old",967,0.00140363609972058
"part","part",950,0.00137895997387234
"start","start",947,0.00137460536342853
"tonight","tonight",947,0.00137460536342853
"let","let",943,0.00136879921617012
"away","away",940,0.00136444460572631
"might","might",936,0.0013586384584679
"morning","morning",935,0.0013571869216533
"season","season",930,0.00134992923758029
"hes","hes",921,0.00133686540624887
"please","please",903,0.00131073774358602
"done","done",898,0.00130348005951301
"used","used",898,0.00130348005951301
"without","without",895,0.0012991254490692
"book","book",890,0.00129186776499619
"doesnt","doesnt",882,0.00128025547047937
"high","high",882,0.00128025547047937
"call","call",876,0.00127154624959176
"free","free",876,0.00127154624959176
"money","money",874,0.00126864317596255
"found","found",866,0.00125703088144573
"everyone","everyone",865,0.00125557934463113
"thought","thought",865,0.00125557934463113
"fun","fun",857,0.00124396705011431
"friends","friends",856,0.00124251551329971
"left","left",855,0.0012410639764851
"making","making",855,0.0012410639764851
"yes","yes",853,0.0012381609028559
"told","told",852,0.0012367093660413
"someone","someone",848,0.00123090321878289
"god","god",844,0.00122509707152448
"live","live",840,0.00121929092426607
"hard","hard",834,0.00121058170337845
"went","went",830,0.00120477555612004
"already","already",829,0.00120332401930544
"enough","enough",815,0.00118300250390101
"tell","tell",814,0.0011815509670864
"bad","bad",812,0.0011786478934572
"came","came",811,0.0011771963566426
"percent","percent",806,0.00116993867256958
"million","million",801,0.00116268098849657
"pretty","pretty",799,0.00115977791486737
"times","times",798,0.00115832637805276
"yet","yet",790,0.00114671408353594
"real","real",789,0.00114526254672134
"music","music",787,0.00114235947309214
"actually","actually",766,0.00111187719998548
"public","public",765,0.00111042566317088
"food","food",763,0.00110752258954168
"second","second",760,0.00110316797909787
"must","must",759,0.00110171644228327
"set","set",759,0.00110171644228327
"wait","wait",758,0.00110026490546866
"weekend","weekend",752,0.00109155568458105
"read","read",749,0.00108720107413724
"run","run",748,0.00108574953732264
"job","job",742,0.00107704031643503
"working","working",741,0.00107558877962042
"least","least",740,0.00107413724280582
"top","top",739,0.00107268570599122
"trying","trying",735,0.00106687955873281
"stop","stop",729,0.00105817033784519
"theres","theres",723,0.00104946111695758
"anything","anything",721,0.00104655804332837
"coming","coming",716,0.00103930035925536
"try","try",714,0.00103639728562616
"makes","makes",711,0.00103204267518235
"twitter","twitter",707,0.00102623652792394
"nice","nice",705,0.00102333345429473
"nothing","nothing",705,0.00102333345429473
"maybe","maybe",702,0.00101897884385093
"soon","soon",701,0.00101752730703632
"four","four",700,0.00101607577022172
"business","business",699,0.00101462423340712
"point","point",699,0.00101462423340712
"friday","friday",698,0.00101317269659252
"person","person",696,0.00101026962296331
"open","open",693,0.0010059150125195
"change","change",686,0.000995754254817288
"kids","kids",684,0.000992851181188083
"later","later",683,0.00099139964437348
"early","early",681,0.000988496570744276
"ago","ago",680,0.000987045033929673
"county","county",680,0.000987045033929673
"took","took",680,0.000987045033929673
"room","room",679,0.000985593497115071
"water","water",675,0.000979787349856661
"win","win",674,0.000978335813042058
"different","different",669,0.000971078128969046
"police","police",669,0.000971078128969046
"check","check",667,0.000968175055339841
"story","story",662,0.000960917371266829
"course","course",659,0.000956562760823021
"name","name",659,0.000956562760823021
"care","care",654,0.000949305076750009
"head","head",654,0.000949305076750009
"everything","everything",651,0.000944950466306202
"far","far",651,0.000944950466306202
"talk","talk",647,0.000939144319047792
"bit","bit",646,0.000937692782233189
"children","children",646,0.000937692782233189
"guys","guys",646,0.000937692782233189
"hey","hey",643,0.000933338171789382
"past","past",639,0.000927532024530972
"small","small",639,0.000927532024530972
"started","started",638,0.00092608048771637
"believe","believe",635,0.000921725877272562
"tomorrow","tomorrow",632,0.000917371266828755
"called","called",631,0.000915919730014152
"white","white",621,0.000901404361868128
"anyone","anyone",613,0.000889792067351308
"together","together",612,0.000888340530536706
"minutes","minutes",611,0.000886888993722103
"kind","kind",609,0.000883985920092898
"isnt","isnt",604,0.000876728236019886
"hit","hit",601,0.000872373625576079
"watching","watching",600,0.000870922088761476
"amazing","amazing",599,0.000869470551946874
"young","young",598,0.000868019015132271
"less","less",596,0.000865115941503066
"awesome","awesome",594,0.000862212867873861
"party","party",592,0.000859309794244657
"weeks","weeks",592,0.000859309794244657
"month","month",589,0.000854955183800849
"wanted","wanted",586,0.000850600573357042
"ready","ready",585,0.000849149036542439
"friend","friend",583,0.000846245962913234
"post","post",583,0.000846245962913234
"mind","mind",581,0.00084334288928403
"able","able",575,0.000834633668396415
"company","company",574,0.000833182131581812
"haha","haha",572,0.000830279057952607
"lets","lets",571,0.000828827521138005
"girl","girl",567,0.000823021373879595
"miss","miss",567,0.000823021373879595
"news","news",566,0.000821569837064993
"others","others",565,0.00082011830025039
"saw","saw",565,0.00082011830025039
"games","games",564,0.000818666763435788
"including","including",564,0.000818666763435788
"probably","probably",563,0.000817215226621185
"wasnt","wasnt",563,0.000817215226621185
"group","group",562,0.000815763689806583
"whats","whats",561,0.00081431215299198
"hours","hours",559,0.000811409079362775
"along","along",557,0.00080850600573357
"full","full",556,0.000807054468918968
"almost","almost",554,0.000804151395289763
"hear","hear",553,0.000802699858475161
"idea","idea",551,0.000799796784845956
"local","local",549,0.000796893711216751
"president","president",549,0.000796893711216751
"using","using",547,0.000793990637587546
"several","several",545,0.000791087563958341
"watch","watch",544,0.000789636027143738
"case","case",541,0.000785281416699931
"women","women",541,0.000785281416699931
"heart","heart",540,0.000783829879885329
"mean","mean",540,0.000783829879885329
"black","black",538,0.000780926806256124
"forward","forward",537,0.000779475269441521
"support","support",537,0.000779475269441521
"needs","needs",536,0.000778023732626919
"true","true",535,0.000776572195812316
"seen","seen",534,0.000775120658997714
"months","months",533,0.000773669122183111
"theyre","theyre",533,0.000773669122183111
"five","five",532,0.000772217585368509
"favorite","favorite",531,0.000770766048553906
"yeah","yeah",531,0.000770766048553906
"side","side",530,0.000769314511739304
"whole","whole",530,0.000769314511739304
"cool","cool",529,0.000767862974924702
"remember","remember",529,0.000767862974924702
"blog","blog",527,0.000764959901295497
"class","class",527,0.000764959901295497
"wish","wish",527,0.000764959901295497
"car","car",526,0.000763508364480894
"half","half",526,0.000763508364480894
"beautiful","beautiful",523,0.000759153754037087
"lost","lost",521,0.000756250680407882
"health","health",517,0.000750444533149472
"line","line",517,0.000750444533149472
"center","center",516,0.00074899299633487
"however","however",516,0.00074899299633487
"law","law",516,0.00074899299633487
"playing","playing",516,0.00074899299633487
"taking","taking",515,0.000747541459520267
"else","else",513,0.000744638385891062
"asked","asked",505,0.000733026091374242
"bring","bring",505,0.000733026091374242
"students","students",504,0.00073157455455964
"face","face",503,0.000730123017745038
"states","states",503,0.000730123017745038
"area","area",502,0.000728671480930435
"fact","fact",501,0.000727219944115833
"plan","plan",500,0.00072576840730123
"office","office",499,0.000724316870486628
"comes","comes",498,0.000722865333672025
"following","following",496,0.00071996226004282
"couple","couple",494,0.000717059186413615
"finally","finally",494,0.000717059186413615
"often","often",493,0.000715607649599013
"american","american",492,0.00071415611278441
"national","national",492,0.00071415611278441
"stay","stay",492,0.00071415611278441
"gonna","gonna",491,0.000712704575969808
"looks","looks",489,0.000709801502340603
"wont","wont",488,0.000708349965526001
"summer","summer",485,0.000703995355082193
"government","government",484,0.000702543818267591
"number","number",479,0.000695286134194579
"saturday","saturday",479,0.000695286134194579
"guy","guy",478,0.000693834597379976
"late","late",475,0.000689479986936169
"community","community",472,0.000685125376492361
"excited","excited",471,0.000683673839677759
"move","move",470,0.000682222302863156
"hate","hate",469,0.000680770766048554
"means","means",467,0.000677867692419349
"books","books",466,0.000676416155604747
"add","add",465,0.000674964618790144
"important","important",465,0.000674964618790144
"sunday","sunday",462,0.000670610008346337
"become","become",461,0.000669158471531734
"birthday","birthday",461,0.000669158471531734
"according","according",460,0.000667706934717132
"close","close",460,0.000667706934717132
"service","service",457,0.000663352324273324
"movie","movie",456,0.000661900787458722
"power","power",456,0.000661900787458722
"ask","ask",454,0.000658997713829517
"country","country",454,0.000658997713829517
"given","given",454,0.000658997713829517
"monday","monday",454,0.000658997713829517
"park","park",454,0.000658997713829517
"court","court",452,0.000656094640200312
"instead","instead",452,0.000656094640200312
"phone","phone",452,0.000656094640200312
"men","men",451,0.00065464310338571
"buy","buy",450,0.000653191566571107
"saying","saying",450,0.000653191566571107
"cut","cut",448,0.000650288492941902
"sometimes","sometimes",447,0.0006488369561273
"quite","quite",446,0.000647385419312697
"word","word",446,0.000647385419312697
"hot","hot",445,0.000645933882498095
"leave","leave",445,0.000645933882498095
"mom","mom",445,0.000645933882498095
"street","street",443,0.00064303080886889
"thinking","thinking",443,0.00064303080886889
"heard","heard",439,0.00063722466161048
"pay","pay",438,0.000635773124795878
"outside","outside",436,0.000632870051166673
"program","program",436,0.000632870051166673
"meet","meet",435,0.00063141851435207
"project","project",435,0.00063141851435207
"talking","talking",435,0.00063141851435207
"road","road",434,0.000629966977537468
"john","john",431,0.00062561236709366
"running","running",431,0.00062561236709366
"former","former",430,0.000624160830279058
"red","red",430,0.000624160830279058
"song","song",430,0.000624160830279058
"deal","deal",429,0.000622709293464455
"knew","knew",428,0.000621257756649853
"experience","experience",427,0.000619806219835251
"tweet","tweet",427,0.000619806219835251
"future","future",426,0.000618354683020648
"seems","seems",426,0.000618354683020648
"board","board",425,0.000616903146206046
"list","list",425,0.000616903146206046
"problem","problem",425,0.000616903146206046
"stuff","stuff",425,0.000616903146206046
"system","system",422,0.000612548535762238
"moment","moment",421,0.000611096998947636
"points","points",421,0.000611096998947636
"series","series",421,0.000611096998947636
"share","share",421,0.000611096998947636
"special","special",421,0.000611096998947636
"whether","whether",421,0.000611096998947636
"sorry","sorry",420,0.000609645462133033
"history","history",419,0.000608193925318431
"sleep","sleep",419,0.000608193925318431
"social","social",419,0.000608193925318431
"behind","behind",416,0.000603839314874624
"wrong","wrong",416,0.000603839314874624
"coach","coach",414,0.000600936241245419
"havent","havent",414,0.000600936241245419
"either","either",413,0.000599484704430816
"film","film",412,0.000598033167616214
"rather","rather",412,0.000598033167616214
"april","april",411,0.000596581630801611
"reading","reading",411,0.000596581630801611
"couldnt","couldnt",410,0.000595130093987009
"words","words",410,0.000595130093987009
"gets","gets",408,0.000592227020357804
"girls","girls",407,0.000590775483543201
"body","body",406,0.000589323946728599
"york","york",406,0.000589323946728599
"six","six",405,0.000587872409913996
"writing","writing",405,0.000587872409913996
"art","art",404,0.000586420873099394
"shit","shit",404,0.000586420873099394
"goes","goes",403,0.000584969336284792
"living","living",403,0.000584969336284792
"reason","reason",401,0.000582066262655587
"woman","woman",401,0.000582066262655587
"across","across",400,0.000580614725840984
"event","event",398,0.000577711652211779
"death","death",397,0.000576260115397177
"parents","parents",397,0.000576260115397177
"played","played",396,0.000574808578582574
"tuesday","tuesday",396,0.000574808578582574
"baby","baby",393,0.000570453968138767
"guess","guess",393,0.000570453968138767
"hand","hand",393,0.000570453968138767
"turn","turn",393,0.000570453968138767
"beer","beer",392,0.000569002431324164
"college","college",392,0.000569002431324164
"meeting","meeting",392,0.000569002431324164
"perfect","perfect",391,0.000567550894509562
"question","question",390,0.00056609935769496
"university","university",390,0.00056609935769496
"enjoy","enjoy",389,0.000564647820880357
"bill","bill",388,0.000563196284065755
"information","information",388,0.000563196284065755
"short","short",388,0.000563196284065755
"hour","hour",386,0.00056029321043655
"decided","decided",383,0.000555938599992742
"matter","matter",383,0.000555938599992742
"order","order",383,0.000555938599992742
"light","light",382,0.00055448706317814
"pick","pick",379,0.000550132452734332
"feeling","feeling",378,0.00054868091591973
"wants","wants",378,0.00054868091591973
"known","known",376,0.000545777842290525
"san","san",375,0.000544326305475923
"third","third",375,0.000544326305475923
"easy","easy",374,0.00054287476866132
"fall","fall",374,0.00054287476866132
"media","media",374,0.00054287476866132
"email","email",373,0.000541423231846718
"spring","spring",373,0.000541423231846718
"mother","mother",372,0.000539971695032115
"shes","shes",372,0.000539971695032115
"felt","felt",371,0.000538520158217513
"front","front",371,0.000538520158217513
"within","within",371,0.000538520158217513
"child","child",370,0.00053706862140291
"eat","eat",370,0.00053706862140291
"fire","fire",370,0.00053706862140291
"members","members",370,0.00053706862140291
"thursday","thursday",370,0.00053706862140291
"south","south",369,0.000535617084588308
"taken","taken",369,0.000535617084588308
"gave","gave",368,0.000534165547773705
"church","church",366,0.0005312624741445
"fans","fans",366,0.0005312624741445
"although","although",364,0.000528359400515296
"hell","hell",364,0.000528359400515296
"large","large",364,0.000528359400515296
"officials","officials",364,0.000528359400515296
"players","players",364,0.000528359400515296
"especially","especially",363,0.000526907863700693
"lead","lead",363,0.000526907863700693
"works","works",363,0.000526907863700693
"break","break",362,0.000525456326886091
"needed","needed",362,0.000525456326886091
"building","building",361,0.000524004790071488
"dinner","dinner",361,0.000524004790071488
"director","director",360,0.000522553253256886
"happen","happen",360,0.000522553253256886
"cause","cause",359,0.000521101716442283
"video","video",359,0.000521101716442283
"obama","obama",358,0.000519650179627681
"among","among",357,0.000518198642813078
"final","final",357,0.000518198642813078
"green","green",357,0.000518198642813078
"major","major",357,0.000518198642813078
"shot","shot",357,0.000518198642813078
"issue","issue",356,0.000516747105998476
"near","near",356,0.000516747105998476
"understand","understand",356,0.000516747105998476
"market","market",355,0.000515295569183873
"shows","shows",354,0.000513844032369271
"available","available",353,0.000512392495554669
"interesting","interesting",352,0.000510940958740066
"learn","learn",352,0.000510940958740066
"strong","strong",351,0.000509489421925464
"write","write",351,0.000509489421925464
"glad","glad",350,0.000508037885110861
"welcome","welcome",349,0.000506586348296259
"crazy","crazy",348,0.000505134811481656
"sense","sense",347,0.000503683274667054
"rest","rest",346,0.000502231737852451
"single","single",346,0.000502231737852451
"march","march",345,0.000500780201037849
"per","per",344,0.000499328664223246
"seeing","seeing",344,0.000499328664223246
"store","store",344,0.000499328664223246
"federal","federal",343,0.000497877127408644
"report","report",343,0.000497877127408644
"gone","gone",342,0.000496425590594041
"visit","visit",342,0.000496425590594041
"space","space",341,0.000494974053779439
"turned","turned",341,0.000494974053779439
"spent","spent",339,0.000492070980150234
"chance","chance",338,0.000490619443335632
"loved","loved",338,0.000490619443335632
"schools","schools",338,0.000490619443335632
"lives","lives",337,0.000489167906521029
"nearly","nearly",337,0.000489167906521029
"son","son",337,0.000489167906521029
"general","general",336,0.000487716369706427
"site","site",336,0.000487716369706427
"department","department",334,0.000484813296077222
"starting","starting",332,0.000481910222448017
"district","district",330,0.000479007148818812
"inside","inside",330,0.000479007148818812
"ones","ones",330,0.000479007148818812
"added","added",329,0.000477555612004209
"bed","bed",329,0.000477555612004209
"education","education",329,0.000477555612004209
"record","record",329,0.000477555612004209
"sweet","sweet",329,0.000477555612004209
"eyes","eyes",328,0.000476104075189607
"online","online",328,0.000476104075189607
"field","field",327,0.000474652538375005
"finished","finished",327,0.000474652538375005
"picture","picture",327,0.000474652538375005
"age","age",326,0.000473201001560402
"send","send",326,0.000473201001560402
"tried","tried",326,0.000473201001560402
"worth","worth",326,0.000473201001560402
"hair","hair",325,0.0004717494647458
"wednesday","wednesday",325,0.0004717494647458
"drive","drive",324,0.000470297927931197
"christmas","christmas",323,0.000468846391116595
"north","north",323,0.000468846391116595
"happened","happened",322,0.000467394854301992
"race","race",322,0.000467394854301992
"teams","teams",322,0.000467394854301992
"air","air",321,0.00046594331748739
"conference","conference",321,0.00046594331748739
"sounds","sounds",321,0.00046594331748739
"weather","weather",321,0.00046594331748739
"huge","huge",320,0.000464491780672787
"looked","looked",319,0.000463040243858185
"paper","paper",319,0.000463040243858185
"plans","plans",318,0.000461588707043582
"youll","youll",317,0.00046013717022898
"definitely","definitely",316,0.000458685633414377
"war","war",316,0.000458685633414377
"worked","worked",316,0.000458685633414377
"card","card",315,0.000457234096599775
"giving","giving",315,0.000457234096599775
"level","level",315,0.000457234096599775
"clear","clear",314,0.000455782559785173
"possible","possible",314,0.000455782559785173
"tax","tax",314,0.000455782559785173
"west","west",314,0.000455782559785173
"won","won",314,0.000455782559785173
"lots","lots",313,0.00045433102297057
"yesterday","yesterday",313,0.00045433102297057
"human","human",312,0.000452879486155968
"political","political",312,0.000452879486155968
"process","process",311,0.000451427949341365
"held","held",310,0.000449976412526763
"rock","rock",310,0.000449976412526763
"takes","takes",310,0.000449976412526763
"weve","weve",309,0.00044852487571216
"super","super",308,0.000447073338897558
"trip","trip",308,0.000447073338897558
"current","current",307,0.000445621802082955
"wanna","wanna",307,0.000445621802082955
"wonderful","wonderful",306,0.000444170265268353
"fuck","fuck",305,0.00044271872845375
"hold","hold",305,0.00044271872845375
"luck","luck",305,0.00044271872845375
"town","town",304,0.000441267191639148
"began","began",303,0.000439815654824545
"perhaps","perhaps",303,0.000439815654824545
"wife","wife",303,0.000439815654824545
"bar","bar",302,0.000438364118009943
"continue","continue",302,0.000438364118009943
"facebook","facebook",301,0.000436912581195341
"join","join",301,0.000436912581195341
"services","services",301,0.000436912581195341
"wouldnt","wouldnt",301,0.000436912581195341
"recently","recently",300,0.000435461044380738
"wow","wow",300,0.000435461044380738
"campaign","campaign",299,0.000434009507566136
"funny","funny",298,0.000432557970751533
"boy","boy",296,0.000429654897122328
"goal","goal",296,0.000429654897122328
"walk","walk",296,0.000429654897122328
"fan","fan",295,0.000428203360307726
"control","control",294,0.000426751823493123
"lunch","lunch",294,0.000426751823493123
"wine","wine",294,0.000426751823493123
"boys","boys",293,0.000425300286678521
"dog","dog",293,0.000425300286678521
"player","player",293,0.000425300286678521
"energy","energy",292,0.000423848749863918
"cost","cost",291,0.000422397213049316
"knows","knows",290,0.000420945676234714
"return","return",290,0.000420945676234714
"create","create",289,0.000419494139420111
"longer","longer",289,0.000419494139420111
"jobs","jobs",288,0.000418042602605509
"recent","recent",288,0.000418042602605509
"blue","blue",286,0.000415139528976304
"cover","cover",286,0.000415139528976304
"piece","piece",286,0.000415139528976304
"simply","simply",286,0.000415139528976304
"waiting","waiting",285,0.000413687992161701
"page","page",284,0.000412236455347099
"likely","likely",283,0.000410784918532496
"sales","sales",283,0.000410784918532496
"ohio","ohio",282,0.000409333381717894
"based","based",281,0.000407881844903291
"door","door",281,0.000407881844903291
"decision","decision",280,0.000406430308088689
"training","training",280,0.000406430308088689
"washington","washington",280,0.000406430308088689
"coffee","coffee",279,0.000404978771274086
"simple","simple",279,0.000404978771274086
"met","met",278,0.000403527234459484
"beat","beat",277,0.000402075697644882
"damn","damn",277,0.000402075697644882
"jesus","jesus",277,0.000402075697644882
"voice","voice",277,0.000402075697644882
"sent","sent",276,0.000400624160830279
"personal","personal",275,0.000399172624015677
"success","success",275,0.000399172624015677
"hands","hands",272,0.000394818013571869
"career","career",271,0.000393366476757267
"challenge","challenge",271,0.000393366476757267
"father","father",270,0.000391914939942664
"followers","followers",270,0.000391914939942664
"price","price",270,0.000391914939942664
"club","club",269,0.000390463403128062
"dead","dead",269,0.000390463403128062
"research","research",269,0.000390463403128062
"seriously","seriously",269,0.000390463403128062
"vote","vote",269,0.000390463403128062
"chicago","chicago",268,0.000389011866313459
"due","due",268,0.000389011866313459
"problems","problems",268,0.000389011866313459
"missed","missed",267,0.000387560329498857
"save","save",267,0.000387560329498857
"usually","usually",267,0.000387560329498857
"whatever","whatever",267,0.000387560329498857
"low","low",265,0.000384657255869652
"okay","okay",265,0.000384657255869652
"seem","seem",265,0.000384657255869652
"arent","arent",264,0.00038320571905505
"fine","fine",264,0.00038320571905505
"practice","practice",264,0.00038320571905505
"america","america",263,0.000381754182240447
"design","design",263,0.000381754182240447
"james","james",263,0.000381754182240447
"mark","mark",263,0.000381754182240447
"step","step",263,0.000381754182240447
"wonder","wonder",263,0.000381754182240447
"act","act",262,0.000380302645425845
"band","band",261,0.000378851108611242
"died","died",261,0.000378851108611242
"feet","feet",261,0.000378851108611242
"spend","spend",261,0.000378851108611242
"staff","staff",261,0.000378851108611242
"yearold","yearold",261,0.000378851108611242
"youve","youve",261,0.000378851108611242
"brown","brown",260,0.00037739957179664
"east","east",260,0.00037739957179664
"husband","husband",260,0.00037739957179664
"issues","issues",260,0.00037739957179664
"round","round",260,0.00037739957179664
"ass","ass",259,0.000375948034982037
"jersey","jersey",259,0.000375948034982037
"sound","sound",259,0.000375948034982037
"website","website",259,0.000375948034982037
"middle","middle",258,0.000374496498167435
"quickly","quickly",258,0.000374496498167435
"star","star",258,0.000374496498167435
"include","include",257,0.000373044961352832
"cute","cute",256,0.00037159342453823
"stand","stand",256,0.00037159342453823
"ball","ball",255,0.000370141887723627
"changes","changes",255,0.000370141887723627
"cleveland","cleveland",255,0.000370141887723627
"expected","expected",255,0.000370141887723627
"loss","loss",255,0.000370141887723627
"exactly","exactly",254,0.000368690350909025
"focus","focus",254,0.000368690350909025
"football","football",254,0.000368690350909025
"heat","heat",254,0.000368690350909025
"led","led",254,0.000368690350909025
"brought","brought",253,0.000367238814094422
"david","david",253,0.000367238814094422
"june","june",253,0.000367238814094422
"learned","learned",253,0.000367238814094422
"moving","moving",253,0.000367238814094422
"stories","stories",253,0.000367238814094422
